Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/items [GET],353,0,37,33.89985552492944,5.526999942958355,94.10159999970347,4336.869688385269,88.19272304116151,0.0,37,40,42,43,47,50,55,64,94,94,94
GET,/items/:id [GET],399,0,33,29.270376441743515,3.974999999627471,64.188800053671,214.60902255639098,99.68525918816839,0.0,33,36,39,40,43,45,49,51,64,64,64
POST,/items/:id/reserve [POST],405,13,46,41.296719261272635,6.588199990801513,73.21770000271499,166.99753086419753,101.18428564212581,3.247890650241075,46,50,52,54,58,62,64,66,73,73,73
GET,/metrics/consistency [GET],73,0,44,39.61240410587865,9.617700008675456,69.79590002447367,4394.821917808219,18.23815518981527,0.0,44,49,50,52,57,61,67,70,70,70,70
POST,/reservations/:id/release [POST],104,0,51,45.832362493876225,7.929699961096048,67.93939997442067,122.60576923076923,25.9831252019286,0.0,51,55,56,58,61,66,67,67,68,68,68
,Aggregated,1334,13,38,36.00372691189164,3.974999999627471,94.10159999970347,1512.5569715142428,333.2835482631996,3.247890650241075,38,43,47,49,54,59,64,66,73,94,94
