Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/items [GET],363,0,36,33.12611515048799,4.6187000116333365,74.0033999318257,4336.545454545455,90.54275867486754,0.0,36,39,41,43,46,50,55,60,74,74,74
GET,/items/:id [GET],370,0,33,29.608174055386836,3.9706999668851495,75.60129999183118,214.64864864864865,92.28876228567765,0.0,33,37,39,40,43,46,52,54,76,76,76
POST,/items/:id/reserve [POST],405,13,48,43.746655306169465,8.419000077992678,84.14709998760372,166.92592592592592,101.01878033972824,3.242578134361647,48,52,55,56,61,64,70,74,84,84,84
GET,/metrics/consistency [GET],60,0,46,41.546253340008356,10.335400002077222,72.29640008881688,4397.316666666667,14.965745235515294,0.0,46,49,53,54,56,63,69,72,72,72,72
POST,/reservations/:id/release [POST],110,0,54,47.70711000098593,13.237200095318258,77.80730002559721,123.17272727272727,27.437199598444707,0.0,54,58,60,61,64,67,69,69,78,78,78
,Aggregated,1308,13,39,37.03192423518949,3.9706999668851495,84.14709998760372,1527.9655963302753,326.25324613423345,3.242578134361647,39,44,49,51,57,61,66,70,78,84,84
