run_tag,strategy,profile,concurrency,endpoint,method,requests,failures,rps,avg_ms,p50_ms,p95_ms,p99_ms
atomic_update_read_heavy_c100_rep1,atomic_update,read_heavy,100,/items [GET],GET,881,0,62.76,385.75,380.0,570.0,710.0
atomic_update_read_heavy_c100_rep1,atomic_update,read_heavy,100,/items/:id [GET],GET,936,0,66.68,382.07,370.0,580.0,710.0
atomic_update_read_heavy_c100_rep1,atomic_update,read_heavy,100,/items/:id/reserve [POST],POST,1053,28,75.01,397.96,390.0,600.0,760.0
atomic_update_read_heavy_c100_rep1,atomic_update,read_heavy,100,/metrics/consistency [GET],GET,138,0,9.83,403.53,390.0,580.0,640.0
atomic_update_read_heavy_c100_rep1,atomic_update,read_heavy,100,/reservations/:id/release [POST],POST,246,0,17.52,421.89,420.0,640.0,730.0
atomic_update_read_heavy_c100_rep2,atomic_update,read_heavy,100,/items [GET],GET,906,0,64.58,379.11,370.0,570.0,770.0
atomic_update_read_heavy_c100_rep2,atomic_update,read_heavy,100,/items/:id [GET],GET,963,0,68.64,369.06,360.0,560.0,740.0
atomic_update_read_heavy_c100_rep2,atomic_update,read_heavy,100,/items/:id/reserve [POST],POST,1037,23,73.92,394.31,380.0,590.0,800.0
atomic_update_read_heavy_c100_rep2,atomic_update,read_heavy,100,/metrics/consistency [GET],GET,147,0,10.48,398.61,390.0,560.0,650.0
atomic_update_read_heavy_c100_rep2,atomic_update,read_heavy,100,/reservations/:id/release [POST],POST,265,0,18.89,407.78,390.0,600.0,800.0
atomic_update_read_heavy_c20_rep1,atomic_update,read_heavy,20,/items [GET],GET,1051,0,74.9,48.15,49.0,66.0,76.0
atomic_update_read_heavy_c20_rep1,atomic_update,read_heavy,20,/items/:id [GET],GET,1017,0,72.47,45.55,47.0,62.0,70.0
atomic_update_read_heavy_c20_rep1,atomic_update,read_heavy,20,/items/:id/reserve [POST],POST,1187,43,84.59,63.4,64.0,86.0,97.0
atomic_update_read_heavy_c20_rep1,atomic_update,read_heavy,20,/metrics/consistency [GET],GET,189,0,13.47,61.37,62.0,82.0,89.0
atomic_update_read_heavy_c20_rep1,atomic_update,read_heavy,20,/reservations/:id/release [POST],POST,347,0,24.73,69.12,70.0,91.0,98.0
atomic_update_read_heavy_c20_rep2,atomic_update,read_heavy,20,/items [GET],GET,963,0,68.6,48.43,50.0,66.0,77.0
atomic_update_read_heavy_c20_rep2,atomic_update,read_heavy,20,/items/:id [GET],GET,1120,0,79.78,44.92,46.0,61.0,71.0
atomic_update_read_heavy_c20_rep2,atomic_update,read_heavy,20,/items/:id/reserve [POST],POST,1184,35,84.34,63.22,65.0,84.0,96.0
atomic_update_read_heavy_c20_rep2,atomic_update,read_heavy,20,/metrics/consistency [GET],GET,195,0,13.89,62.09,61.0,84.0,100.0
atomic_update_read_heavy_c20_rep2,atomic_update,read_heavy,20,/reservations/:id/release [POST],POST,359,0,25.57,69.29,70.0,89.0,94.0
atomic_update_read_heavy_c50_rep1,atomic_update,read_heavy,50,/items [GET],GET,1151,0,82.11,149.55,150.0,190.0,210.0
atomic_update_read_heavy_c50_rep1,atomic_update,read_heavy,50,/items/:id [GET],GET,1052,0,75.04,145.62,150.0,180.0,210.0
atomic_update_read_heavy_c50_rep1,atomic_update,read_heavy,50,/items/:id/reserve [POST],POST,1196,36,85.32,164.92,170.0,210.0,230.0
atomic_update_read_heavy_c50_rep1,atomic_update,read_heavy,50,/metrics/consistency [GET],GET,184,0,13.13,162.11,160.0,200.0,220.0
atomic_update_read_heavy_c50_rep1,atomic_update,read_heavy,50,/reservations/:id/release [POST],POST,320,0,22.83,175.18,180.0,220.0,230.0
atomic_update_read_heavy_c50_rep2,atomic_update,read_heavy,50,/items [GET],GET,1003,0,71.59,163.86,160.0,220.0,280.0
