item_id,sku,initial_quantity,available_quantity,active_reserved_quantity,released_reserved_quantity,reconciled_quantity,is_consistent,violations
1,SKU-BENCH-0001,200,177,23,6,177,True,[]
2,SKU-BENCH-0002,200,170,30,1,170,True,[]
3,SKU-BENCH-0003,200,176,24,9,176,True,[]
4,SKU-BENCH-0004,200,186,14,5,186,True,[]
5,SKU-BENCH-0005,200,185,15,6,185,True,[]
6,SKU-BENCH-0006,200,186,14,10,186,True,[]
7,SKU-BENCH-0007,200,178,22,0,178,True,[]
8,SKU-BENCH-0008,200,177,23,12,177,True,[]
9,SKU-BENCH-0009,200,188,12,3,188,True,[]
10,SKU-BENCH-0010,200,185,15,8,185,True,[]
11,SKU-BENCH-0011,200,186,14,7,186,True,[]
12,SKU-BENCH-0012,200,178,22,10,178,True,[]
13,SKU-BENCH-0013,200,178,22,5,178,True,[]
14,SKU-BENCH-0014,200,184,16,8,184,True,[]
15,SKU-BENCH-0015,200,172,28,11,172,True,[]
16,SKU-BENCH-0016,200,180,20,4,180,True,[]
17,SKU-BENCH-0017,200,176,24,3,176,True,[]
18,SKU-BENCH-0018,200,181,19,6,181,True,[]
19,SKU-BENCH-0019,200,180,20,19,180,True,[]
20,SKU-BENCH-0020,200,182,18,2,182,True,[]
