Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1787510288,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1787510289,25,,Aggregated,0.000000,0.000000,65,71,75,77,86,93,100,100,110,110,110,286,2,65,66.77518426920972,41.53619997669011,105.26670003309846,1591.6293706293707
1787510290,50,,Aggregated,0.000000,0.000000,81,160,190,190,210,230,290,360,400,400,400,521,3,81,119.09637562644573,41.53619997669011,404.5800000894815,1690.6813819577735
1787510291,50,,Aggregated,143.000000,0.000000,150,170,180,190,200,220,240,310,400,400,400,789,9,150,136.1959268716996,41.53619997669011,404.5800000894815,1626.3029150823827
1787510292,50,,Aggregated,198.500000,1.500000,160,170,180,190,200,210,230,290,380,400,400,1075,11,160,143.48540623542354,41.53619997669011,404.5800000894815,1630.0074418604652
1787510293,50,,Aggregated,217.000000,2.000000,150,170,180,180,200,210,230,250,380,400,400,1369,14,150,145.4910763350252,41.53619997669011,404.5800000894815,1605.09203798393
1787510294,50,,Aggregated,230.000000,2.500000,150,170,170,180,190,210,220,240,380,400,400,1666,19,150,147.1440465800802,41.53619997669011,404.5800000894815,1554.0822328931572
1787510295,50,,Aggregated,245.000000,2.600000,150,160,170,180,190,200,220,230,380,400,400,1964,20,150,147.4386735252852,41.53619997669011,404.5800000894815,1539.2057026476577
1787510296,50,,Aggregated,252.666667,2.666667,150,160,170,170,190,200,220,230,370,400,400,2261,23,150,148.26508350512782,41.53619997669011,404.5800000894815,1526.9482529854047
1787510297,50,,Aggregated,258.428571,2.714286,150,160,170,170,190,200,210,230,370,400,400,2551,28,150,149.18861285968995,41.53619997669011,404.5800000894815,1524.299098392787
1787510298,50,,Aggregated,263.500000,2.750000,150,160,170,170,190,200,210,230,370,400,400,2855,30,150,149.1007818931782,41.53619997669011,404.5800000894815,1524.4024518388792
1787510299,50,,Aggregated,266.555556,2.777778,150,160,170,170,190,200,210,230,360,400,400,3154,32,150,149.53163925356947,41.53619997669011,404.5800000894815,1530.5903614457832
1787510300,50,,Aggregated,269.300000,2.900000,150,160,170,170,180,200,210,220,360,400,400,3464,32,150,149.1981775711404,41.53619997669011,404.5800000894815,1528.1151847575059
1787510301,50,,Aggregated,285.800000,3.100000,150,160,170,170,180,190,210,220,360,400,400,3768,35,150,149.19184546342026,41.53619997669011,404.5800000894815,1518.9081740976646
1787510302,50,,Aggregated,290.000000,2.900000,150,160,170,170,180,190,210,220,360,400,400,4052,36,150,149.63168736588258,41.53619997669011,404.5800000894815,1500.3060217176703
