Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/items [GET],1137,0,140,139.0382957769879,28.03040004801005,310.7447000220418,4341.16182937555,81.11212935572858,0.0,140,150,150,160,160,170,170,180,240,310,310
GET,/items/:id [GET],1103,0,140,136.01918467713128,41.63260001223534,320.6203000154346,214.96554850407978,78.68661273471295,0.0,140,140,150,150,160,160,170,180,290,320,320
POST,/items/:id/reserve [POST],1318,48,160,159.82403732802328,55.95589999575168,328.9152999641374,167.19726858877087,94.02443842642943,3.4242587590808897,160,170,170,180,190,190,200,210,280,330,330
GET,/metrics/consistency [GET],174,0,160,155.19024885056177,51.200599991716444,300.05209997761995,4411.132183908046,12.412938001668225,0.0,160,160,170,170,180,190,190,200,300,300,300
POST,/reservations/:id/release [POST],370,0,170,163.61967405600072,46.24409996904433,216.4910000283271,124.06216216216217,26.395327934581857,0.0,170,170,180,180,190,190,200,200,220,220,220
,Aggregated,4102,48,150,147.80745170559817,28.03040004801005,328.9152999641374,1513.1189663578741,292.63144645312104,3.4242587590808897,150,160,160,170,180,190,190,200,290,330,330
