Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/items [GET],648,0,9,9.207687961019541,4.5232999837026,17.580199986696243,4340.28549382716,46.14657808694568,0.0,9,10,11,12,14,15,15,16,18,18,18
GET,/items/:id [GET],645,0,7,7.795846358468655,3.338900045491755,19.297100021503866,214.88217054263566,45.93293652172834,0.0,7,9,10,11,12,13,14,14,19,19,19
POST,/items/:id/reserve [POST],694,19,14,14.606607925906369,4.690999980084598,32.644900027662516,167.03746397694525,49.42241542027824,1.3530632463764938,14,16,17,18,19,20,21,22,33,33,33
GET,/metrics/consistency [GET],135,0,12,13.378700741601211,7.83780007623136,29.110000003129244,4408.281481481482,9.613870434780349,0.0,12,14,16,17,19,21,22,23,29,29,29
POST,/reservations/:id/release [POST],233,0,15,15.361871240088965,9.949999977834523,27.214700006879866,124.03004291845494,16.59282823188016,0.0,15,17,18,18,20,21,21,22,27,27,27
,Aggregated,2355,19,11,11.26001239897616,3.338900045491755,32.644900027662516,1567.3227176220807,167.70862869561276,1.3530632463764938,11,13,14,15,17,19,20,21,27,33,33
