Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/items [GET],1107,0,140,143.61583559278336,47.55240003578365,377.43880006019026,4340.774164408311,78.9478834703994,0.0,140,150,160,160,170,190,200,210,370,380,380
GET,/items/:id [GET],1122,0,140,138.255219608371,41.53619997669011,356.5374000463635,214.90017825311944,80.0176379889685,0.0,140,150,150,160,170,180,190,200,240,360,360
POST,/items/:id/reserve [POST],1314,36,160,160.527899241783,50.01800006721169,404.5800000894815,167.3158295281583,93.71049582665296,2.5674108445658343,160,170,180,180,190,200,220,230,360,400,400
GET,/metrics/consistency [GET],175,0,150,149.5999005782817,51.84279999230057,214.0404999954626,4410.251428571429,12.48046938330614,0.0,150,160,170,170,180,190,210,210,210,210,210
POST,/reservations/:id/release [POST],334,0,170,164.9367323348823,62.04560003243387,225.36250005941838,123.46706586826348,23.819867280138574,0.0,170,180,180,180,190,200,210,210,230,230,230
,Aggregated,4052,36,150,149.63168736588258,41.53619997669011,404.5800000894815,1500.3060217176703,288.9763539494656,2.5674108445658343,150,160,170,170,180,190,210,220,360,400,400
