Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1787510256,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1787510257,10,,Aggregated,0.000000,0.000000,17,22,23,24,28,30,33,35,39,39,39,290,3,17,17.949590345459253,3.646399942226708,38.73410006053746,1583.1896551724137
1787510258,20,,Aggregated,0.000000,0.000000,28,53,62,67,79,92,99,100,110,110,110,528,3,28,39.57461041687621,3.646399942226708,113.3681999053806,1511.314393939394
1787510259,20,,Aggregated,111.000000,0.000000,52,63,68,72,83,91,99,100,110,110,110,770,7,52,47.676300909370184,3.646399942226708,113.3681999053806,1548.1363636363637
1787510260,20,,Aggregated,189.000000,1.500000,56,65,71,74,85,93,100,100,120,120,120,1020,8,56,52.13026039373111,3.646399942226708,118.68389998562634,1508.2911764705882
1787510261,20,,Aggregated,205.000000,1.666667,58,67,72,75,85,92,99,100,120,120,120,1267,10,58,54.50910363116999,3.646399942226708,118.68389998562634,1535.7150749802684
1787510262,20,,Aggregated,214.500000,2.000000,59,68,73,76,86,92,100,100,120,120,120,1512,13,59,56.25662652160615,3.646399942226708,118.68389998562634,1520.1058201058202
1787510263,20,,Aggregated,222.000000,1.600000,59,68,73,76,86,92,100,100,120,120,120,1775,18,59,56.95250450771197,3.646399942226708,118.68389998562634,1512.174647887324
1787510264,20,,Aggregated,226.333333,1.666667,58,67,72,75,85,91,99,100,110,120,120,2048,20,58,56.871795606184605,3.646399942226708,118.68389998562634,1508.42822265625
1787510265,20,,Aggregated,229.142857,2.285714,59,68,73,76,86,92,100,100,120,120,120,2284,22,59,58.08588099852898,3.646399942226708,121.94189999718219,1508.4553415061296
1787510266,20,,Aggregated,234.000000,2.250000,59,67,72,76,85,92,100,100,120,120,120,2551,24,59,58.18428381057569,3.646399942226708,121.94189999718219,1520.43590748726
1787510267,20,,Aggregated,237.111111,2.222222,59,68,73,77,86,93,100,110,120,130,130,2779,28,59,59.21470035992217,3.646399942226708,133.3507999079302,1484.1284634760705
1787510268,20,,Aggregated,238.900000,2.200000,61,69,75,78,88,97,110,120,150,160,160,2980,29,61,60.8439369461946,3.646399942226708,158.55819999706,1470.5973154362416
1787510269,20,,Aggregated,252.400000,2.400000,62,71,76,80,90,100,110,120,150,160,160,3190,31,62,62.192854608137594,3.646399942226708,158.55819999706,1467.791222570533
1787510270,20,,Aggregated,246.600000,2.600000,62,71,76,79,89,99,110,120,150,160,160,3449,33,62,62.18832945786649,3.646399942226708,158.55819999706,1469.2655842273123
