Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1787509810,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1787509811,50,,Aggregated,0.000000,0.000000,140,150,150,150,170,250,320,340,350,350,350,285,0,140,146.13973017447023,42.37580008339137,351.351699908264,1581.7649122807018
1787509812,100,,Aggregated,0.000000,0.000000,160,220,270,280,340,460,650,700,930,930,930,582,2,160,211.62931511980318,42.37580008339137,925.1874000765383,1468.4192439862543
1787509813,100,,Aggregated,116.000000,0.000000,240,290,300,320,360,460,570,660,930,930,930,880,8,240,247.4975856831985,42.37580008339137,925.1874000765383,1505.7238636363636
1787509814,100,,Aggregated,210.000000,1.000000,280,300,310,340,380,450,560,650,820,930,930,1183,14,280,265.52762180965925,42.37580008339137,925.1874000765383,1515.5477599323754
1787509815,100,,Aggregated,241.333333,1.333333,290,300,320,350,380,450,550,620,820,930,930,1480,17,290,276.19937797276793,42.37580008339137,925.1874000765383,1501.1722972972973
1787509816,100,,Aggregated,253.500000,3.000000,290,310,330,350,390,440,540,620,820,930,930,1781,22,290,283.05443200424725,42.37580008339137,925.1874000765383,1498.4722066254913
1787509817,100,,Aggregated,264.800000,3.000000,290,310,330,350,390,440,540,620,820,960,960,2083,24,290,288.1877565048559,42.37580008339137,956.8312999326736,1509.8089294287086
1787509818,100,,Aggregated,270.000000,3.333333,300,310,340,350,390,450,540,610,820,960,960,2370,24,300,293.3239832912957,42.37580008339137,956.8312999326736,1487.7957805907172
1787509819,100,,Aggregated,273.857143,3.428571,300,320,350,360,410,470,540,600,820,960,960,2631,24,300,300.7407193840278,42.37580008339137,956.8312999326736,1491.4762447738503
1787509820,100,,Aggregated,276.625000,3.000000,300,320,350,360,410,470,540,600,820,960,960,2919,29,300,304.32785871862546,42.37580008339137,956.8312999326736,1491.2545392257623
1787509821,100,,Aggregated,278.333333,2.666667,300,320,350,360,410,460,540,590,820,960,960,3217,35,300,305.79298927537275,42.37580008339137,956.8312999326736,1494.5741373950887
1787509822,100,,Aggregated,275.600000,2.600000,300,320,350,360,410,460,530,580,820,960,960,3521,39,300,307.31529843712053,42.37580008339137,956.8312999326736,1498.288554387958
1787509823,100,,Aggregated,293.900000,3.200000,300,320,350,360,410,460,530,580,820,960,960,3817,43,300,308.1800150372701,42.37580008339137,956.8312999326736,1485.5588158239455
1787509824,100,,Aggregated,292.800000,3.400000,300,320,350,360,410,470,530,580,820,960,960,4099,46,300,309.9901023901141,42.37580008339137,956.8312999326736,1493.4220541595512
