Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1787509616,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1787509617,100,,Aggregated,0.000000,0.000000,180,190,210,220,280,360,410,440,460,460,460,207,0,180,191.73490531137438,57.66599997878075,455.93479997478426,1566.048309178744
1787509618,100,,Aggregated,0.000000,0.000000,230,260,300,330,440,620,800,880,920,920,920,449,1,230,268.6845554551732,57.66599997878075,924.8080999823287,1590.1759465478842
1787509619,100,,Aggregated,105.000000,0.000000,290,350,370,390,480,580,770,860,980,980,980,697,2,290,312.8881959810484,57.66599997878075,981.0264999978244,1495.4691535150646
1787509620,100,,Aggregated,167.500000,0.500000,340,370,390,420,480,570,750,820,980,980,980,921,5,340,333.5962529855666,57.66599997878075,981.0264999978244,1484.4375678610206
1787509621,100,,Aggregated,196.000000,0.333333,360,410,430,450,520,580,710,800,920,980,980,1135,8,360,357.62119489067567,57.66599997878075,981.0264999978244,1485.0960352422908
1787509622,100,,Aggregated,209.000000,0.750000,370,430,450,470,540,610,740,770,920,980,980,1346,9,370,376.31205698507415,57.66599997878075,981.0264999978244,1472.738484398217
1787509623,100,,Aggregated,209.000000,1.400000,380,420,450,470,540,610,720,770,920,980,980,1589,11,380,380.8837445575745,57.66599997878075,981.0264999978244,1480.057268722467
1787509624,100,,Aggregated,207.000000,1.333333,390,430,450,480,540,600,710,760,920,980,980,1797,16,390,388.1892371743541,57.66599997878075,981.0264999978244,1494.4084585420144
1787509625,100,,Aggregated,211.000000,1.428571,380,430,450,470,540,600,690,760,910,980,980,2053,20,380,387.34677798484205,57.66599997878075,981.0264999978244,1480.8553336580615
1787509626,100,,Aggregated,213.250000,1.750000,380,430,450,470,540,600,690,750,910,980,980,2300,22,380,388.6990802184901,57.66599997878075,981.0264999978244,1471.99
1787509627,100,,Aggregated,215.555556,2.000000,380,430,450,470,530,590,680,750,910,980,980,2522,25,380,390.9367635615523,57.66599997878075,981.0264999978244,1467.4187153053133
1787509628,100,,Aggregated,218.200000,2.100000,390,430,450,480,540,600,680,750,910,980,980,2749,26,390,394.6708764284802,57.66599997878075,981.0264999978244,1470.6460531102218
1787509629,100,,Aggregated,232.400000,2.400000,390,430,450,470,530,590,670,740,890,980,980,3021,28,390,392.5385853030649,57.66599997878075,981.0264999978244,1474.7610062893082
1787509630,100,,Aggregated,230.900000,2.400000,390,420,450,470,530,590,660,740,890,980,980,3254,28,390,392.128048770899,57.66599997878075,981.0264999978244,1487.4268592501537
