Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1787509552,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1787509553,10,,Aggregated,0.000000,0.000000,19,24,26,27,32,34,37,40,42,42,42,262,5,19,20.953373665804087,5.521600018255413,42.35899995546788,1971.1068702290077
1787509554,20,,Aggregated,0.000000,0.000000,36,48,52,56,64,71,80,87,93,93,93,537,9,36,37.83749273910536,5.521600018255413,92.54520002286881,1720.4264432029795
1787509555,20,,Aggregated,157.000000,2.000000,47,54,59,63,72,80,89,91,98,98,98,803,11,47,45.017343585537155,5.521600018255413,97.88120002485812,1635.733499377335
1787509556,20,,Aggregated,214.500000,3.000000,50,57,62,65,74,81,89,93,98,100,100,1073,11,50,48.31849133241262,5.521600018255413,102.05490002408624,1619.1248835041938
1787509557,20,,Aggregated,232.666667,3.666667,51,58,63,66,74,80,89,91,98,100,100,1347,13,51,50.00800103915035,5.521600018255413,102.05490002408624,1633.325167037862
1787509558,20,,Aggregated,244.500000,2.750000,52,60,64,67,76,83,91,94,100,100,100,1605,17,52,51.92414866100324,5.521600018255413,102.39019989967346,1623.4186915887851
1787509559,20,,Aggregated,248.200000,2.600000,52,59,64,67,75,82,90,94,100,100,100,1892,21,52,52.35339667106364,5.521600018255413,102.39019989967346,1616.326109936575
1787509560,20,,Aggregated,250.666667,2.666667,53,60,63,67,74,81,89,93,100,100,100,2170,22,53,52.77078695872086,5.521600018255413,102.39019989967346,1623.1963133640552
1787509561,20,,Aggregated,254.285714,3.000000,53,60,64,67,74,81,89,92,100,100,100,2450,25,53,53.26655073476271,5.521600018255413,102.39019989967346,1596.3836734693878
1787509562,20,,Aggregated,258.125000,2.750000,54,60,64,67,74,80,88,91,100,100,100,2725,27,54,53.509826422070894,5.521600018255413,102.39019989967346,1595.9409174311927
1787509563,20,,Aggregated,259.333333,2.666667,53,60,64,66,73,80,87,91,100,100,100,3014,32,53,53.559628135896105,5.521600018255413,102.39019989967346,1586.3400796284009
1787509564,20,,Aggregated,260.900000,2.700000,54,60,64,66,73,79,87,91,100,120,120,3290,36,54,53.79446434687914,5.521600018255413,116.28590000327677,1573.734954407295
1787509565,20,,Aggregated,274.500000,2.900000,54,60,64,67,74,80,87,91,100,120,120,3551,39,54,54.29039338285088,5.521600018255413,116.28590000327677,1549.9839481836102
1787509566,20,,Aggregated,274.800000,2.900000,54,61,65,67,75,81,88,92,100,120,120,3791,43,54,54.80831783214268,5.521600018255413,121.62260001059622,1544.7499340543393
