Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/items [GET],1083,0,150,150.8198253950577,40.55770009290427,323.8930000225082,4341.404432132964,77.1054992848049,0.0,150,160,170,170,190,200,220,230,320,320,320
GET,/items/:id [GET],1031,0,150,145.48969970904037,38.70420006569475,308.52299998514354,214.99321047526672,73.40329617971732,0.0,150,160,160,170,180,190,210,220,280,310,310
POST,/items/:id/reserve [POST],1268,39,170,166.87624858207897,54.56600000616163,297.94289998244494,167.25473186119874,90.27679879328959,2.776652328815689,170,180,190,190,210,220,250,260,290,300,300
GET,/metrics/consistency [GET],164,0,170,165.42392255874668,57.88050009869039,273.715200019069,4411.8109756097565,11.676179023737769,0.0,170,180,190,190,210,220,240,250,270,270,270
POST,/reservations/:id/release [POST],330,0,180,178.0808927212616,71.64249999914318,269.35439999215305,124.0060606060606,23.49475047459429,0.0,180,190,200,210,220,230,240,250,270,270,270
,Aggregated,3876,39,160,157.59366677053535,38.70420006569475,323.8930000225082,1522.171568627451,275.95652375614384,2.776652328815689,160,170,180,180,200,210,230,250,310,320,320
