Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/items [GET],651,0,8,8.190059446237592,4.320999956689775,16.243299935013056,4339.725038402457,46.2713031898299,0.0,8,9,10,10,11,12,13,14,16,16,16
GET,/items/:id [GET],685,0,7,6.876190222398697,3.2771999249234796,15.154400025494397,214.91386861313867,48.6879303917565,0.0,7,8,8,9,10,11,11,12,15,15,15
POST,/items/:id/reserve [POST],793,28,12,12.3875054212529,4.200399969704449,22.072499967180192,166.9747793190416,56.3642756214057,1.9901635780572,12,13,14,15,16,17,18,19,22,22,22
GET,/metrics/consistency [GET],116,0,12,12.688342242999452,8.163799997419119,23.329799994826317,4408.568965517241,8.2449633948084,0.0,12,13,14,15,17,17,19,19,23,23,23
POST,/reservations/:id/release [POST],243,0,14,14.309033744780676,5.131899961270392,23.69539998471737,123.87654320987654,17.2717767667107,0.0,14,15,16,17,18,19,21,22,24,24,24
,Aggregated,2488,28,10,9.973534445766468,3.2771999249234796,23.69539998471737,1465.548231511254,176.8402493645112,1.9901635780572,10,11,12,13,15,16,18,19,23,24,24
