Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/items [GET],1072,0,150,148.47230140068532,42.46759996749461,322.4488999694586,4340.974813432836,76.42106635398171,0.0,150,160,160,160,170,180,190,200,320,320,320
GET,/items/:id [GET],1068,0,150,144.10103745320342,44.23210001550615,335.4888999601826,214.89138576779027,76.1359131213176,0.0,150,150,160,160,170,180,180,190,310,340,340
POST,/items/:id/reserve [POST],1298,37,170,164.85315184899963,52.400599932298064,337.19160000327975,167.35208012326657,92.53222399950397,2.6376674021430255,170,180,180,180,190,200,210,220,310,340,340
GET,/metrics/consistency [GET],164,0,170,159.02502988053416,51.87830002978444,206.4085000893101,4410.298780487805,11.691282539228546,0.0,170,170,170,180,190,200,200,210,210,210,210
POST,/reservations/:id/release [POST],323,0,180,171.11818080345577,54.68889989424497,226.6777999466285,123.69349845201238,23.02612353762695,0.0,180,180,190,190,200,210,210,220,230,230,230
,Aggregated,3925,37,160,155.0045563061099,42.46759996749461,337.19160000327975,1493.883821656051,279.80660955165877,2.6376674021430255,160,170,170,180,190,190,200,210,320,340,340
