Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/items [GET],906,0,370,379.11344713042644,53.94260003231466,1023.2297999318689,4340.736203090508,64.57905960065335,0.0,370,410,430,450,520,570,670,770,1000,1000,1000
GET,/items/:id [GET],963,0,360,369.05927569926973,56.90619989763945,913.4225000161678,214.932502596054,68.64198056890638,0.0,360,390,410,440,490,560,650,740,910,910,910
POST,/items/:id/reserve [POST],1037,23,380,394.31486846591736,66.5254999184981,1065.042500034906,167.18514946962392,73.91664989611206,1.639424250347712,380,420,450,470,530,590,680,800,1000,1100,1100
GET,/metrics/consistency [GET],147,0,390,398.6125312940389,148.8792001036927,692.965199938044,4409.959183673469,10.478059339178856,0.0,390,430,460,480,520,560,620,650,690,690,690
POST,/reservations/:id/release [POST],265,0,390,407.7764909446486,173.96580008789897,872.7235000114888,124.2188679245283,18.889018536614945,0.0,390,430,450,470,510,600,760,800,870,870,870
,Aggregated,3318,23,370,384.0995166962854,53.94260003231466,1065.042500034906,1505.1959011452682,236.50476794146562,1.639424250347712,370,410,440,460,510,580,670,760,1000,1100,1100
