Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1787509408,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1787509409,5,,Aggregated,0.000000,0.000000,10,11,12,13,14,17,18,19,21,21,21,170,3,10,9.901495883926092,3.545400104485452,20.6385999917984,1476.8529411764705
1787509410,5,,Aggregated,0.000000,0.000000,9,11,12,12,14,16,18,19,21,21,21,351,4,9,9.603532479924715,3.545400104485452,20.6385999917984,1567.0883190883192
1787509411,5,,Aggregated,107.000000,1.000000,10,11,12,12,14,16,18,18,21,21,21,524,11,10,9.778156871232026,3.545400104485452,20.6385999917984,1639.4160305343512
1787509412,5,,Aggregated,143.000000,2.000000,10,11,12,13,15,16,18,19,30,30,30,700,12,10,9.883821001110066,3.334200009703636,29.711300041526556,1604.7928571428572
1787509413,5,,Aggregated,154.666667,2.666667,10,11,12,13,15,17,18,19,30,30,30,874,14,10,9.931739474310021,3.334200009703636,29.711300041526556,1621.9851258581236
1787509414,5,,Aggregated,159.750000,3.000000,10,11,13,13,15,17,18,19,21,30,30,1044,17,10,10.127698276477412,3.334200009703636,29.711300041526556,1606.1436781609195
1787509415,5,,Aggregated,163.200000,2.800000,10,11,12,13,15,17,18,19,28,30,30,1226,19,10,10.078023410676469,3.1859000446274877,29.711300041526556,1595.3499184339314
1787509416,5,,Aggregated,164.166667,2.833333,10,11,12,13,15,16,18,19,28,30,30,1408,22,10,10.015661860713656,3.1859000446274877,29.711300041526556,1560.7677556818182
1787509417,5,,Aggregated,165.285714,2.714286,10,11,13,13,15,17,18,19,28,30,30,1573,23,10,10.127506357320458,3.1859000446274877,29.711300041526556,1558.9809281627463
1787509418,5,,Aggregated,168.250000,2.500000,10,11,12,13,15,17,18,19,28,30,30,1757,25,10,10.054081388776746,3.1859000446274877,29.711300041526556,1590.6346044393854
1787509419,5,,Aggregated,167.777778,2.444444,10,11,13,13,15,17,18,19,28,30,30,1926,26,10,10.107913031557096,3.1859000446274877,29.711300041526556,1583.5197300103841
1787509420,5,,Aggregated,168.800000,2.300000,10,11,13,13,15,17,18,20,29,31,31,2094,28,10,10.178325691719833,3.1859000446274877,30.60259995982051,1610.3595988538682
1787509421,5,,Aggregated,175.600000,2.500000,10,12,13,14,16,17,19,21,30,31,31,2258,29,10,10.35808622643213,3.1859000446274877,31.332800048403442,1602.6018600531443
1787509422,5,,Aggregated,174.400000,2.300000,10,12,13,14,16,17,20,22,30,31,31,2421,33,10,10.458894258612004,3.1859000446274877,31.332800048403442,1585.9995869475424
